문장,분류,인식,기대
"생활가전은 원재료 가격 상승과 물류비 부담 증가 등으로, TV는 블랙 프라이데이 등 연말 쇼핑 시즌 마케팅 활동 강화 등으로 수익성이 약화될 수 밖에 없다는 전망이 나오고 있다.",6,0,3
나이키 신발 가격까지 위협하는 인플레이션이 대표적인 걱정거리인데요.,4,0,3
"베트남에서 생산돼 전 세계로 수출되는 전자제품과 의류, 신발 등의 공급이 차질을 빚게 되면서 인플레이션이 심화할 것이라는 우려가 나온다.",1,0,3
다가오는 연말 연시 쇼핑시즌을 앞두고 장난감 업체들도 줄줄이 제품 가격을 올릴 것으로 관측된다.,10,0,3
이런 상황을 고려하면 올 하반기 장난감 업체들의 가격 인상은 불가피하다는 관측이다.,10,0,3
한편 미 완구회사인 해즈브로는 3분기 중에 제품 가격 인상에 들어갈 예정이라고 월트리트저널이 이날 보도했다.,10,0,3
신발 가게를 둘러보는 쇼핑객/사진=AFP이코노미스트들은 시장의 관심인 인플레이션도 점차 완화될 것이라고 전망했다.,1,0,2
"나이키 측은 “추가 운송료와 물류비, 항공 이송 비용이 너무 많이 든다”며 하반기 가격 인상을 할 수밖에 없다는 입장을 내놨다.",4,0,3
"문경원 메리츠증권 연구원은 “한국가스공사는 27일 행사를 열어 수소 생산, 해외 도입 등 수소 사업에 대한 계획을 밝혔고 이를 뒷받침할 자산과 경험을 가지고 있다고 판단한다”며 “최근 가스 가격과 유가 상승은 호주 프렐류드의 실적 개선과 별도 운전자본 규모 증가로 이어진다”고 밝혔다.",14,3,0
미국은 기술 개발을 통해 수소 가격을 지금보다 80% 낮춰 2030년에는 수소 1kg을 1달러에 공급한다는 목표를 세웠다.,14,0,1
교통요금 인상도 줄줄이 대기 중입니다.,8,0,3
"지난해에 이어 올해도 1조 원대 적자가 예상되는 철도공사는 10년간 동결됐던 철도요금 인상을 요구하고 있고, 도로공사도 6년째 동결된 고속도로 통행료 인상을 건의할 예정입니다.",8,0,3
전체 배출권 할당량이 줄어들면서 업계에선 당장 연내 배출권 가격이 3만원을 넘을 것이란 전망도 나오고 있다.,0,0,3
국제유가를 후행적으로 따라가는 특성을 고려하면 국내 휘발유 가격은 앞으로 더 오를 것으로 전망된다.,8,3,3
관련 업계는 거침없이 오르고 있는 국제 유가가 오는 10월 중순 전후로 국내 휘발유 가격에도 영향을 미칠 것으로 예상했다.,8,0,3
재고 부족으로 인한 신차 가격 상승은 자연스레 중고차 가격 상승을 견인하고 있다.,8,3,3
전기요금과 우윳값 인상에 이어 도시가스 및 휘발유 가격까지 줄줄이 올라 소비자들에게 영향을 끼칠 예정이다.,5,3,3
dadazon@newsis.com 이 사진은 기사 내용과 직접적 관련 없음유가의 경우에도 시장 질서를 점검하고 알뜰 주유소 운영 등을 통해 가격 인상 요인을 억제한다.,8,0,2
이 때문에 가격 인상에 나설 시 소비자들의 저항이 클 것으로 예상된다.,0,0,3
당장 국내 휘발유 값이 상승 조짐을 보이고 있다.,8,0,3
소비자들의 체감 자동차 구매 가격이 오르면서 올해 내수시장 규모도 180만대를 밑돌 전망이다.,8,3,0
"향후 장거리 기차 요금은 10% 인하, 1톤당 10유로로 제안됐던 탄소세는 25유로로 증가, 에너지 효율 제고를 위한 주택 리모델링 시 세금혜택도 늘어날 예정이다.",8,0,1
또 대규모 전기차 인프라 확충으로 전기차 충전 요금이 2018년 2.5위안/Kwh에서 2019년 0.9위안/Kwh로 낮아지고 전기차 배터리 생산 능력이 향상되는 등 전기차 경제성이 꾸준히 확대된 것도 전기차의 꾸준한 질주를 기대하게 하는 요인이다.,8,0,1
하지만 이란 사태가 장기화된다면 유가에 민감한 항공이나 운송업계의 수익 악화와 운전자나 자영업자들의 부담은 가시화될 것으로 보입니다.,8,0,3
전기차 충전비용이 더 높아질 가능성도 있다.,8,0,3
김필수 대림대 자동차학과 교수는 “기본요금은 민간 사업자들이 매기는 현행 요금의 70~80%를 차지할 정도로 비싸다”면서 “민간 사업자까지 인상에 나서면 전기차 이용자가 부담해야 할 충전비용은 더 늘어날 것”이라고 말했다.,8,0,3
●지난달 31일 김용덕 손해보험협회장은 2020년 신년사를 통해 “음주운전으로 인한 국민의 생명과 재산 피해를 막기 위해서는 사고부담금 강화를 추진해야 한다”며 “일부 병·의원의 과잉진료를 막기 위해 보험사의 진료기록 열람 시점을 앞당기는 방안도 검토할 시점이며 국산차보다 두세 배 높은 외산차 수리비 문제도 풀어야 할 과제”라고 강조했다.,8,0,3
국내 기름 가격이 연쇄적으로 오를 것이라는 전망도 나온다.,8,0,3
이번 언팩에서 공개될 것으로 예상되는 클램셸 모델 가격은 150만원대 전후로 240만원인 기존 모델보다 가격을 크게 낮출 것으로 예상된다.,9,0,1
지난해 100만원 이상 가격대의 5G폰은 올해 100만원 대 이하로 다양한 라인업을 갖추면서 보급화에 힘을 보탤 것으로 예상된다.,9,0,1
AR 시장은 높은 단말가격과 적은 콘텐츠로 어려움을 겪었으나 올해부터는 보급화가 가능한 수준까지 조정될 것으로 예상된다.,9,0,1
업계 관계자는 “5G 가입자가 전체의 10% 수준에 다다르면서 폭발적인 성장세에서 안정화 단계에 접어든 것으로 보인다”며 “안정화가 진행되면서 이통3사의 경쟁도 요금에서 서비스 수준과 품질로 바뀌는 추세”라고 말했다.,9,0,1
물론 앞으로 더 저렴한 알뜰폰 5G 요금제가 출시될 가능성은 열려 있다.,9,0,1
"2021년 하반기부턴 재차 75%를 부과, 2022년 6월을 끝으로 기본요금 특례할인을 폐지할 계획이다.",9,0,1
업계 관계자는 “5G 가입자가 전체의 10% 수준에 다다르면서 폭발적인 성장세에서 안정화 단계에 접어든 것으로 보인다”며 “안정화가 진행되면서 이통3사의 경쟁도 요금에서 서비스 수준과 품질로 바뀌는 추세”라고 말했다.,9,0,1
다만 5세대 통신 상용화로 초기 투자비용이 크게 늘면서 과거와 같은 요금 인하 보다 인공지능 등 미래기술 확보 등에 더 무게를 둘 수 있다는 관측도 나온다.,9,0,2
지난달 3일 미국IT전문 매체 폰아레나는 삼성전자가 2020년 2월 선보일 두 번째 폴더블폰의 가격은 1000달러 미만으로 출시될 것이라고 전망했다.,9,0,1
"이와 함께 시장 상황을 잘 반영해서 요금 인상과 결합상품 록인으로부터 이용자를 보호하고, 건전한 IPTV 시장 구현을 위한 방안이 보장되는 방향으로 심사가 진행되길 기대한다.",9,0,2
"통신사 관계자는 “올해는 인빌딩 커버리지 확대, 28㎓ 서비스 준비 등을 위해 지난해와 유사한 수준의 5G 투자가 계속될 것”이라면서 “관련 기술 개발과 콘텐츠 투자 등도 지속되며 한동안 부담으로 작용할 수밖에 없다”고 말했다.",0,0,0
◇전기요금 시장 아닌 정부가 결정 적정 가격을 책정하는 작업도 갈수록 어려워지고 있다.,5,0,0
이번에는 5G 요금제 인하를 요구하는 목소리가 나올 것으로 예상된다.,9,0,1
반면 여성들은 요금 할인은 불가피하다는 주장이다.,9,0,1
"다만, 5G 요금 인하 압박은 통신3사 입장에서 악재로 작용할 것으로 보인다.",9,0,1
"5G 망투자와 글로벌 협력, 신산업 창출에 투자금액을 늘려야 하는 상황에서 5G 요금인하 정책이 집행될 경우, 이제야 반등하는 무선사업 매출 성장세를 악화시킬 수 있다는 우려다.",9,0,1
◇전기 요금 더 오를 수 있다전기 요금 인상은 당분간 계속될 가능성이 크다.,5,0,3
그러나 인상 요인이 수개월째 누적된 만큼 더는 인위적으로 요금을 억제할 수 없을 거라는 게 정부 안팎의 관측이다.,0,0,3
이 때문에 요금을 올리더라도 조정 폭은 크지 않을 것이라는 전망이 나온다.,9,0,2
따라서 올해 1분기 kWh당 3.0원 낮췄던 요금을 되돌리는 선이나 또 한 번 동결 카드를 꺼내 들 것으로 보인다.,9,1,2
정필모 의원은 “SK텔레콤에서 현역 병사를 대상으로 5G를 포함한 요금 할인 시작을 환영한다”며 “KT와 LG유플러스도 병역 의무를 수행하는 현역 장병 통신비 부담 완화에 동참해주길 바란다”고 말했다.,9,1,0
이런 상황에서 공격적인 M&A로 ‘카카오’ 이름을 붙인 뒤 시장 점유율이 높아지면 카카오모빌리티의 스마트호출 요금 인상처럼 노골적인 수익성 추구가 나타나니 여론이 악화할 수밖에 없다는 지적입니다.,9,0,3
통신업계에서는 가급적 저가 5G 요금제 출시 시기를 미루고자 하는 눈치다.,9,0,2
이어 “저가요금제가 출시되지 않는 것은 곧 ‘요금 인상’과도 같다”며 “정부의 통신비 인하 정책이 사실상 실패한 만큼 국회에서 시장 지배적 사업자인 SK텔레콤의 보편요금제 출시에 대한 재논의가 필요한 시점”이라고 강조했다.,9,3,0
이미 시장의 80% 이상을 장악한 택시호출 사업처럼 카카오가 막강한 시장 지배력을 갖고 있는 서비스들의 요금 인상이 이어질 수 있다는 우려가 커졌다.,9,0,3
애초 업계는 애플이 아이폰13의 가격도 올릴 것이라고 예측했다.,9,0,3
정부와 시장 양쪽 모두 요금 인상에 무게를 두고 있다.,0,0,3
이에 따라 시간당 요금은 1만550원에서 1천55원 정도 수준으로 내려갈 전망이다.,9,0,1
"그러나 거센 비난 여론에 서비스 요금 인상이 제한된 데 이어, 규제 암초를 만나 기존 성장전략에도 제동이 걸리면서 운신의 폭이 점차 좁아지는 형국이다.",9,2,0
아이폰13 가격대가 최소 95만원에서 최대 217만원으로 형성된만큼 삼성의 폴더블폰 가격대와도 겹쳐 양사간 가격적인 승부도 기대가 모아진다.,9,2,0
"특히 삼성은 ‘갤럭시Z 폴드3’ 가격대를 폴더블폰 최초로 200만원대 밑으로 낮췄고, 애플 역시 매년 인상해왔던 아이폰 가격을 올해 이례적으로 동결하면서 가격 측면에서도 치열한 경쟁이 예상된다.",9,2,0
때문에 요금을 올리더라도 조정 폭은 크지 않을 것이라는 전망이 나온다.,0,0,2
"특히 2021년까지 고2, 고1 등 전면 무상교육 대상이 확대되고 건강보험 보장성이 커지면 공공서비스 물가는 더 내려갈 수밖에 없다.",11,0,1
"의료비, 교육비에 대한 복지정책 확대 및 유류세 인하가 소비자물가 상승률을 0.24%P 낮췄다.",1,1,0
그런 수요에 맞춰 더 많은 공간을 공급하지 않으면 가격 상승을 만나게 될 것입니다.,0,0,3
그리고 그런 수요 증가에 맞춰 더 많은 공간을 공급하지 않으면 가격 상승을 만나게 것입니다.,0,0,3
교육비용 15% 줄어들고사회 진출도 2년 빨라져트럼프식 법인세 감면으로민간일자리 창출 장려해야중산층 86% 달하는 스웨덴지역별 中企 육성정책 주효◆ 2020신년기획 경제가 먼저다 / 중산층이 희망이다 ◆ 저성장이 이어지고 있다.,11,0,1
올레드TV는 가격이 높은 프리미엄 제품인 만큼 매출액 기준 점유율 상승세는 더욱 가파를 것으로 전망됐다.,10,0,0
마이클 라피노 라이브네이션 최고경영자는 최근 투자자들에게 “콘서트 티켓 가격은 다른 엔터테인먼트에 비해 믿을 수 없는 할인가에 팔리고 있다”며 “티켓 가격 인상은 회사 실적에 큰 기회가 될 것”이라고 말했다.,10,0,3
올해는 최신 모델이 아님에도 불구하고 비싼 금액에 책정 된 일부 모델들을 대상으로 가격을 대폭 낮춰 가격 거품을 걷어낼 예정이다.,10,1,0
클램셸 폴더블폰은 펼친 화면이 세로로 길고 기존 갤럭시폴드보다 작을 것으로 예상되며 가격 역시 갤럭시폴드에 비해 저렴한 100만원대 중반일 것으로 업계는 내다보고 있다.,9,0,1
"삼성전자는 '갤럭시폴드2'의 가격대를 100만원 중반대로 책정, 230만원대였던 전작보다 가격을 대폭 낮춰 얼리어답터들을 공략할 것으로 보인다.",9,0,1
"한편 조개껍질 모양의 폴더블폰은 펼쳤을 때 6.7인치 화면이 될 것으로 예상되며, 가격은 갤럭시 폴드보다 훨씬 저렴한 100만 원대 중후반으로 출시될 예정입니다.",9,0,1
교육부와 한국장학재단은 6일 “학생·학부모 학자금 대출 이자 부담을 줄이기 위해 2020학년도 학자금 대출 금리를 2.2%에서 2.0%로 인하한다”고 밝혔다.,11,1,0
다만 가격에 대해서는 “시장과 수요에 따라 마이크로 LED TV 가격을 결정할 것”이라고 즉답을 피했다.,10,0,0
